"id","name","code","account_type","reconcile","description"
"account_142","Préstamos y Otras Operaciones Crediticias a Cobrar a Corto Plazo","142","asset_current","False","Codigo oficial: 142. Se registra en esta cuenta el importe de los préstamos y otras operaciones crediticias a cobrar a corto plazo, según la legislación financiera vigente. Debe analizarse por clientes, considerando cada documento emitido y cobrado. Se debitan por los documentos que amparen la reclamación del préstamo y otras operaciones financieras a corto plazo y se acreditan al efectuarse el cobro de estos."
"account_143","Suscriptores de Bonos","143","asset_current","False","Codigo oficial: 143. Se registra en esta cuenta el importe de los Bonos suscritos por los bonistas u obligacionistas para su pago a plazo. Debe analizarse por bonistas. Se debitan por la suscripción de los bonos y se acreditan por el cobro de los bonos suscritos en los plazos establecidos."
"account_144","Bonos Emitidos en Cartera","144","asset_current","False","Codigo oficial: 144. Comprende el importe de los Bonos no vendidos o vendidos y no concluidos de cobrar. Aparece en el Estado de Situación minorando la cuenta Bonos por Pagar. Se debitan por el importe de los Bonos no vendidos o vendidos y no concluidos de cobrar y se acreditan por el cobro de los Bonos."
"account_146_0010","Pagos Anticipados a Suministradores - Dentro del Órgano u Organismo","146.0010","asset_current","False","Rango oficial: 146 a 149. Se registran en estas cuentas el importe de los pagos efectuados a los proveedores por la recepción futura de los productos o mercancías, así como por la aceptación posterior de los trabajos o servicios, en virtud de los contratos suscritos o pactos aceptados. Se debitan por los pagos anticipados efectuados y se acreditan por el importe de los productos, mercancías y servicios recibidos, así como por los reintegros por pagos en exceso. Se analiza por subcuentas de uso obligatorio y por proveedores."
"account_146_0020","Pagos Anticipados a Suministradores - Fuera del Órgano u Organismo","146.0020","asset_current","False","Rango oficial: 146 a 149. Se registran en estas cuentas el importe de los pagos efectuados a los proveedores por la recepción futura de los productos o mercancías, así como por la aceptación posterior de los trabajos o servicios, en virtud de los contratos suscritos o pactos aceptados. Se debitan por los pagos anticipados efectuados y se acreditan por el importe de los productos, mercancías y servicios recibidos, así como por los reintegros por pagos en exceso. Se analiza por subcuentas de uso obligatorio y por proveedores."
"account_146_0030","Pagos Anticipados a Suministradores - En el Extranjero","146.0030","asset_current","False","Rango oficial: 146 a 149. Se registran en estas cuentas el importe de los pagos efectuados a los proveedores por la recepción futura de los productos o mercancías, así como por la aceptación posterior de los trabajos o servicios, en virtud de los contratos suscritos o pactos aceptados. Se debitan por los pagos anticipados efectuados y se acreditan por el importe de los productos, mercancías y servicios recibidos, así como por los reintegros por pagos en exceso. Se analiza por subcuentas de uso obligatorio y por proveedores."
"account_146_0040","Pagos Anticipados a Suministradores - Dentro del Grupo Empresarial","146.0040","asset_current","False","Rango oficial: 146 a 149. Se registran en estas cuentas el importe de los pagos efectuados a los proveedores por la recepción futura de los productos o mercancías, así como por la aceptación posterior de los trabajos o servicios, en virtud de los contratos suscritos o pactos aceptados. Se debitan por los pagos anticipados efectuados y se acreditan por el importe de los productos, mercancías y servicios recibidos, así como por los reintegros por pagos en exceso. Se analiza por subcuentas de uso obligatorio y por proveedores."
"account_146_0050","Pagos Anticipados a Suministradores - Sector Cooperativo","146.0050","asset_current","False","Rango oficial: 146 a 149. Se registran en estas cuentas el importe de los pagos efectuados a los proveedores por la recepción futura de los productos o mercancías, así como por la aceptación posterior de los trabajos o servicios, en virtud de los contratos suscritos o pactos aceptados. Se debitan por los pagos anticipados efectuados y se acreditan por el importe de los productos, mercancías y servicios recibidos, así como por los reintegros por pagos en exceso. Se analiza por subcuentas de uso obligatorio y por proveedores."
"account_146_0060","Pagos Anticipados a Suministradores - Personas Naturales","146.0060","asset_current","False","Rango oficial: 146 a 149. Se registran en estas cuentas el importe de los pagos efectuados a los proveedores por la recepción futura de los productos o mercancías, así como por la aceptación posterior de los trabajos o servicios, en virtud de los contratos suscritos o pactos aceptados. Se debitan por los pagos anticipados efectuados y se acreditan por el importe de los productos, mercancías y servicios recibidos, así como por los reintegros por pagos en exceso. Se analiza por subcuentas de uso obligatorio y por proveedores."
"account_150_0010","Pagos Anticipados del Proceso Inversionista - Dentro del Órgano u Organismo","150.0010","asset_current","False","Rango oficial: 150 a 152. Estas cuentas registran los importes de los pagos efectuados a los ejecutores de las inversiones (entidades constructoras, de proyectos, nuevas formas de gestión autorizadas o suministradores de equipos y de materiales) previos a la recepción de los equipos y materiales o a la ejecución de los trabajos, de acuerdo con los contratos suscritos. Se debitan al realizarse los pagos anticipados y se acreditan al recibirse los equipos, materiales y las Certificaciones de Avance de Obras justificativas de la ejecución de las inversiones materiales. Se analiza por subcuentas de uso obligatorio y por proveedores."
"account_150_0020","Pagos Anticipados del Proceso Inversionista - Fuera del Órgano u Organismo","150.0020","asset_current","False","Rango oficial: 150 a 152. Estas cuentas registran los importes de los pagos efectuados a los ejecutores de las inversiones (entidades constructoras, de proyectos, nuevas formas de gestión autorizadas o suministradores de equipos y de materiales) previos a la recepción de los equipos y materiales o a la ejecución de los trabajos, de acuerdo con los contratos suscritos. Se debitan al realizarse los pagos anticipados y se acreditan al recibirse los equipos, materiales y las Certificaciones de Avance de Obras justificativas de la ejecución de las inversiones materiales. Se analiza por subcuentas de uso obligatorio y por proveedores."
"account_150_0030","Pagos Anticipados del Proceso Inversionista - En el Extranjero","150.0030","asset_current","False","Rango oficial: 150 a 152. Estas cuentas registran los importes de los pagos efectuados a los ejecutores de las inversiones (entidades constructoras, de proyectos, nuevas formas de gestión autorizadas o suministradores de equipos y de materiales) previos a la recepción de los equipos y materiales o a la ejecución de los trabajos, de acuerdo con los contratos suscritos. Se debitan al realizarse los pagos anticipados y se acreditan al recibirse los equipos, materiales y las Certificaciones de Avance de Obras justificativas de la ejecución de las inversiones materiales. Se analiza por subcuentas de uso obligatorio y por proveedores."
"account_150_0040","Pagos Anticipados del Proceso Inversionista - Dentro del Grupo Empresarial","150.0040","asset_current","False","Rango oficial: 150 a 152. Estas cuentas registran los importes de los pagos efectuados a los ejecutores de las inversiones (entidades constructoras, de proyectos, nuevas formas de gestión autorizadas o suministradores de equipos y de materiales) previos a la recepción de los equipos y materiales o a la ejecución de los trabajos, de acuerdo con los contratos suscritos. Se debitan al realizarse los pagos anticipados y se acreditan al recibirse los equipos, materiales y las Certificaciones de Avance de Obras justificativas de la ejecución de las inversiones materiales. Se analiza por subcuentas de uso obligatorio y por proveedores."
"account_150_0050","Pagos Anticipados del Proceso Inversionista - Sector Cooperativo","150.0050","asset_current","False","Rango oficial: 150 a 152. Estas cuentas registran los importes de los pagos efectuados a los ejecutores de las inversiones (entidades constructoras, de proyectos, nuevas formas de gestión autorizadas o suministradores de equipos y de materiales) previos a la recepción de los equipos y materiales o a la ejecución de los trabajos, de acuerdo con los contratos suscritos. Se debitan al realizarse los pagos anticipados y se acreditan al recibirse los equipos, materiales y las Certificaciones de Avance de Obras justificativas de la ejecución de las inversiones materiales. Se analiza por subcuentas de uso obligatorio y por proveedores."
"account_150_0060","Pagos Anticipados del Proceso Inversionista - Personas Naturales","150.0060","asset_current","False","Rango oficial: 150 a 152. Estas cuentas registran los importes de los pagos efectuados a los ejecutores de las inversiones (entidades constructoras, de proyectos, nuevas formas de gestión autorizadas o suministradores de equipos y de materiales) previos a la recepción de los equipos y materiales o a la ejecución de los trabajos, de acuerdo con los contratos suscritos. Se debitan al realizarse los pagos anticipados y se acreditan al recibirse los equipos, materiales y las Certificaciones de Avance de Obras justificativas de la ejecución de las inversiones materiales. Se analiza por subcuentas de uso obligatorio y por proveedores."
"account_153","Materiales Anticipados del Proceso Inversionista","153","asset_current","False","Codigo oficial: 153. Estas cuentas registran los importes de los materiales entregados a los ejecutores de las inversiones (entidades constructoras, de proyectos, nuevas formas de gestión autorizadas o suministradores de equipos y de materiales) operación que tiene que estar respaldada en los contratos de ejecución de obra. Se debitan al realizarse los pagos anticipados y se acreditan al recibirse los equipos, materiales y las Certificaciones de Avance de Obras justificativas de la ejecución de las inversiones materiales."
"account_154","Adeudos con Cobros Diferidos (Uso Exclusivo de Empresas de Seguro)","154","asset_current","False","Codigo oficial: 154. Representa el importe por cobrar de la actividad de seguros cuyo plazo de cobro es aún no exigible en el período que se informa. Se registra contablemente al final de cada período revertiéndose esta anotación al principio de cada mes. Se debitan por el saldo de las Cuentas por Cobrar no exigibles de Seguro y Reaseguro. Se acreditan por la cancelación del comprobante que se realiza al final del mes de los saldos no exigibles que están registrados en las Cuentas por Cobrar de Seguro y Reaseguro. Esta cuenta es de uso exclusivo para Empresas de Seguro."
"account_161","Anticipos a Justificar","161","asset_current","False","Rango oficial: 161 a 163. Se registra el importe de los anticipos entregados a los trabajadores con el objetivo de financiar gastos administrativos u operacionales, incurridos en la comisión de servicios. Se debitan por los anticipos concedidos pagados por el importe de las tarjetas prepagadas para combustible, en el momento en que se entreguen a las personas autorizadas para su uso y se acreditan por la liquidación de estos."
"account_164_0001","Adeudos del Presupuesto del Estado - Impuesto sobre Ventas","164.0001","asset_current","False","Rango oficial: 164 a 166. Representan los importes pendientes de recibir del Presupuesto del Estado, de acuerdo con las regulaciones financieras vigentes. Comprenden, al final del período contable, los importes pendientes de recibir por los pagos en exceso al Presupuesto del Estado por concepto de impuestos, contribuciones y de pagos por concepto de seguridad social a corto plazo, pendientes de reintegrar. Se analiza por subcuentas de uso obligatorio correspondiéndose con la sección del Clasificador de Recursos Financieros."
"account_164_0002","Adeudos del Presupuesto del Estado - Impuesto sobre los Servicios Públicos","164.0002","asset_current","False","Rango oficial: 164 a 166. Representan los importes pendientes de recibir del Presupuesto del Estado, de acuerdo con las regulaciones financieras vigentes. Comprenden, al final del período contable, los importes pendientes de recibir por los pagos en exceso al Presupuesto del Estado por concepto de impuestos, contribuciones y de pagos por concepto de seguridad social a corto plazo, pendientes de reintegrar. Se analiza por subcuentas de uso obligatorio correspondiéndose con la sección del Clasificador de Recursos Financieros."
"account_164_0003","Adeudos del Presupuesto del Estado - Aranceles de Aduana","164.0003","asset_current","False","Rango oficial: 164 a 166. Representan los importes pendientes de recibir del Presupuesto del Estado, de acuerdo con las regulaciones financieras vigentes. Comprenden, al final del período contable, los importes pendientes de recibir por los pagos en exceso al Presupuesto del Estado por concepto de impuestos, contribuciones y de pagos por concepto de seguridad social a corto plazo, pendientes de reintegrar. Se analiza por subcuentas de uso obligatorio correspondiéndose con la sección del Clasificador de Recursos Financieros."
"account_164_0004","Adeudos del Presupuesto del Estado - Impuesto sobre Utilidades","164.0004","asset_current","False","Rango oficial: 164 a 166. Representan los importes pendientes de recibir del Presupuesto del Estado, de acuerdo con las regulaciones financieras vigentes. Comprenden, al final del período contable, los importes pendientes de recibir por los pagos en exceso al Presupuesto del Estado por concepto de impuestos, contribuciones y de pagos por concepto de seguridad social a corto plazo, pendientes de reintegrar. Se analiza por subcuentas de uso obligatorio correspondiéndose con la sección del Clasificador de Recursos Financieros."
"account_164_0005","Adeudos del Presupuesto del Estado - Impuesto sobre Ingresos Personales","164.0005","asset_current","False","Rango oficial: 164 a 166. Representan los importes pendientes de recibir del Presupuesto del Estado, de acuerdo con las regulaciones financieras vigentes. Comprenden, al final del período contable, los importes pendientes de recibir por los pagos en exceso al Presupuesto del Estado por concepto de impuestos, contribuciones y de pagos por concepto de seguridad social a corto plazo, pendientes de reintegrar. Se analiza por subcuentas de uso obligatorio correspondiéndose con la sección del Clasificador de Recursos Financieros."
"account_164_0006","Adeudos del Presupuesto del Estado - Impuesto sobre los Recursos","164.0006","asset_current","False","Rango oficial: 164 a 166. Representan los importes pendientes de recibir del Presupuesto del Estado, de acuerdo con las regulaciones financieras vigentes. Comprenden, al final del período contable, los importes pendientes de recibir por los pagos en exceso al Presupuesto del Estado por concepto de impuestos, contribuciones y de pagos por concepto de seguridad social a corto plazo, pendientes de reintegrar. Se analiza por subcuentas de uso obligatorio correspondiéndose con la sección del Clasificador de Recursos Financieros."
"account_164_0007","Adeudos del Presupuesto del Estado - Otros Impuestos","164.0007","asset_current","False","Rango oficial: 164 a 166. Representan los importes pendientes de recibir del Presupuesto del Estado, de acuerdo con las regulaciones financieras vigentes. Comprenden, al final del período contable, los importes pendientes de recibir por los pagos en exceso al Presupuesto del Estado por concepto de impuestos, contribuciones y de pagos por concepto de seguridad social a corto plazo, pendientes de reintegrar. Se analiza por subcuentas de uso obligatorio correspondiéndose con la sección del Clasificador de Recursos Financieros."
"account_164_0008","Adeudos del Presupuesto del Estado - Contribuciones","164.0008","asset_current","False","Rango oficial: 164 a 166. Representan los importes pendientes de recibir del Presupuesto del Estado, de acuerdo con las regulaciones financieras vigentes. Comprenden, al final del período contable, los importes pendientes de recibir por los pagos en exceso al Presupuesto del Estado por concepto de impuestos, contribuciones y de pagos por concepto de seguridad social a corto plazo, pendientes de reintegrar. Se analiza por subcuentas de uso obligatorio correspondiéndose con la sección del Clasificador de Recursos Financieros."
"account_164_0009","Adeudos del Presupuesto del Estado - Tasas","164.0009","asset_current","False","Rango oficial: 164 a 166. Representan los importes pendientes de recibir del Presupuesto del Estado, de acuerdo con las regulaciones financieras vigentes. Comprenden, al final del período contable, los importes pendientes de recibir por los pagos en exceso al Presupuesto del Estado por concepto de impuestos, contribuciones y de pagos por concepto de seguridad social a corto plazo, pendientes de reintegrar. Se analiza por subcuentas de uso obligatorio correspondiéndose con la sección del Clasificador de Recursos Financieros."
"account_164_0010","Adeudos del Presupuesto del Estado - Ingresos No tributarios","164.0010","asset_current","False","Rango oficial: 164 a 166. Representan los importes pendientes de recibir del Presupuesto del Estado, de acuerdo con las regulaciones financieras vigentes. Comprenden, al final del período contable, los importes pendientes de recibir por los pagos en exceso al Presupuesto del Estado por concepto de impuestos, contribuciones y de pagos por concepto de seguridad social a corto plazo, pendientes de reintegrar. Se analiza por subcuentas de uso obligatorio correspondiéndose con la sección del Clasificador de Recursos Financieros."
"account_164_0011","Adeudos del Presupuesto del Estado - Rentas de la Propiedad","164.0011","asset_current","False","Rango oficial: 164 a 166. Representan los importes pendientes de recibir del Presupuesto del Estado, de acuerdo con las regulaciones financieras vigentes. Comprenden, al final del período contable, los importes pendientes de recibir por los pagos en exceso al Presupuesto del Estado por concepto de impuestos, contribuciones y de pagos por concepto de seguridad social a corto plazo, pendientes de reintegrar. Se analiza por subcuentas de uso obligatorio correspondiéndose con la sección del Clasificador de Recursos Financieros."
"account_164_0012","Adeudos del Presupuesto del Estado - Transferencias Corrientes","164.0012","asset_current","False","Rango oficial: 164 a 166. Representan los importes pendientes de recibir del Presupuesto del Estado, de acuerdo con las regulaciones financieras vigentes. Comprenden, al final del período contable, los importes pendientes de recibir por los pagos en exceso al Presupuesto del Estado por concepto de impuestos, contribuciones y de pagos por concepto de seguridad social a corto plazo, pendientes de reintegrar. Se analiza por subcuentas de uso obligatorio correspondiéndose con la sección del Clasificador de Recursos Financieros."
"account_164_0013","Adeudos del Presupuesto del Estado - Ingresos de Operaciones","164.0013","asset_current","False","Rango oficial: 164 a 166. Representan los importes pendientes de recibir del Presupuesto del Estado, de acuerdo con las regulaciones financieras vigentes. Comprenden, al final del período contable, los importes pendientes de recibir por los pagos en exceso al Presupuesto del Estado por concepto de impuestos, contribuciones y de pagos por concepto de seguridad social a corto plazo, pendientes de reintegrar. Se analiza por subcuentas de uso obligatorio correspondiéndose con la sección del Clasificador de Recursos Financieros."
"account_164_0014","Adeudos del Presupuesto del Estado - Recursos Propios de Capital","164.0014","asset_current","False","Rango oficial: 164 a 166. Representan los importes pendientes de recibir del Presupuesto del Estado, de acuerdo con las regulaciones financieras vigentes. Comprenden, al final del período contable, los importes pendientes de recibir por los pagos en exceso al Presupuesto del Estado por concepto de impuestos, contribuciones y de pagos por concepto de seguridad social a corto plazo, pendientes de reintegrar. Se analiza por subcuentas de uso obligatorio correspondiéndose con la sección del Clasificador de Recursos Financieros."
"account_164_0015","Adeudos del Presupuesto del Estado - Transferencias de Capital","164.0015","asset_current","False","Rango oficial: 164 a 166. Representan los importes pendientes de recibir del Presupuesto del Estado, de acuerdo con las regulaciones financieras vigentes. Comprenden, al final del período contable, los importes pendientes de recibir por los pagos en exceso al Presupuesto del Estado por concepto de impuestos, contribuciones y de pagos por concepto de seguridad social a corto plazo, pendientes de reintegrar. Se analiza por subcuentas de uso obligatorio correspondiéndose con la sección del Clasificador de Recursos Financieros."
"account_164_0016","Adeudos del Presupuesto del Estado - Otros Recursos Financieros","164.0016","asset_current","False","Rango oficial: 164 a 166. Representan los importes pendientes de recibir del Presupuesto del Estado, de acuerdo con las regulaciones financieras vigentes. Comprenden, al final del período contable, los importes pendientes de recibir por los pagos en exceso al Presupuesto del Estado por concepto de impuestos, contribuciones y de pagos por concepto de seguridad social a corto plazo, pendientes de reintegrar. Se analiza por subcuentas de uso obligatorio correspondiéndose con la sección del Clasificador de Recursos Financieros."
"account_164_0020","Adeudos del Presupuesto del Estado - Invalidez Parcial","164.0020","asset_current","False","Rango oficial: 164 a 166. Representan los importes pendientes de recibir del Presupuesto del Estado, de acuerdo con las regulaciones financieras vigentes. Comprenden, al final del período contable, los importes pendientes de recibir por los pagos en exceso al Presupuesto del Estado por concepto de impuestos, contribuciones y de pagos por concepto de seguridad social a corto plazo, pendientes de reintegrar. Se analiza por subcuentas de uso obligatorio correspondiéndose con la sección del Clasificador de Recursos Financieros."
"account_164_0030","Adeudos del Presupuesto del Estado - Licencias de Maternidad","164.0030","asset_current","False","Rango oficial: 164 a 166. Representan los importes pendientes de recibir del Presupuesto del Estado, de acuerdo con las regulaciones financieras vigentes. Comprenden, al final del período contable, los importes pendientes de recibir por los pagos en exceso al Presupuesto del Estado por concepto de impuestos, contribuciones y de pagos por concepto de seguridad social a corto plazo, pendientes de reintegrar. Se analiza por subcuentas de uso obligatorio correspondiéndose con la sección del Clasificador de Recursos Financieros."
"account_164_0040","Adeudos del Presupuesto del Estado - Reintegro Aporte de Microbrigada","164.0040","asset_current","False","Rango oficial: 164 a 166. Representan los importes pendientes de recibir del Presupuesto del Estado, de acuerdo con las regulaciones financieras vigentes. Comprenden, al final del período contable, los importes pendientes de recibir por los pagos en exceso al Presupuesto del Estado por concepto de impuestos, contribuciones y de pagos por concepto de seguridad social a corto plazo, pendientes de reintegrar. Se analiza por subcuentas de uso obligatorio correspondiéndose con la sección del Clasificador de Recursos Financieros."
