"id","name","code","account_type","reconcile","description"
"account_private_626","Donaciones Entregadas-Nacionales","626","equity","False","Codigo oficial: 626. Ver uso y contenido definido anteriormente en Patrimonio Neto Sector Público."
"account_private_627","Donaciones Entregadas - Exterior","627","equity","False","Codigo oficial: 627. Ver uso y contenido definido anteriormente en Patrimonio Neto Sector Público."
"account_private_630","Utilidades Retenidas","630","equity","False","Rango oficial: 630 a 634. Se registran en estas cuentas las utilidades obtenidas en el período contable para su distribución. Se acreditan al final del período contable, por los resultados positivos obtenidos y se debitan por los pagos efectuados a cuenta de las utilidades por el Impuesto sobre Utilidades, por la distribución de dividendos, financiamiento de pérdidas, por la creación de las reservas patrimoniales autorizadas y los importes pendientes de pago con otros destinos autorizados."
"account_private_635","Subvención por Pérdida","635","equity","False","Rango oficial: 635 a 639. En estas cuentas se registran los recursos recibidos del Presupuesto del Estado para subvencionar las pérdidas obtenidas por las empresas y las unidades presupuestadas de tratamiento especial. Se acreditan por los recursos recibidos, de acuerdo con las disposiciones financieras vigentes. En el caso de que la subvención recibida sea para financiar pérdidas de años anteriores, se debitan contra la cuenta de Pérdida. En el caso de que la subvención recibida sea para financiar pérdidas planificadas del ejercicio, el débito contra la cuenta de Pérdida se realizará al finalizar el ejercicio contable. De resultar haber recibido una subvención en exceso a la pérdida real, dicha diferencia se registra en la cuenta de Obligaciones con el Presupuesto del Estado, Obligaciones con el Órgano u Organismo o con la Organización Superior de Dirección según el origen del financiamiento."
"account_private_640","Pérdida","640","equity","False","Rango oficial: 640 a 644. Se registran en estas cuentas los resultados negativos obtenidos en cada período contable pendientes de financiar. Se debitan por el resultado negativo de cada período contable y se acreditan por las utilidades futuras destinadas al financiamiento de pérdidas y por la utilización de la reserva patrimonial creada para estos fines."
"account_private_645","Reservas para Contingencias","645","equity","False","Codigo oficial: 645. Se registra en esta cuenta el importe que se acumula para contingencias a partir de las utilidades de cada período contable de acuerdo con las disposiciones financieras vigentes. Se acreditan por los importes reservados y se debitan por la utilización de estos."
"account_private_646","Otras Reservas Patrimoniales","646","equity","False","Rango oficial: 646 a 654. Se registran en estas cuentas los importes que se acumulan con destinos específicos, a partir de las utilidades de cada período contable, de acuerdo con las disposiciones financieras vigentes. Comprenden entre otras: a) Amortización de Créditos b) Incrementos del Capital de Trabajo c) Inversiones d) Desarrollo e investigaciones e) Capacitación f) Financiamiento de pérdidas contables de años anteriores g) Fondo de Compensación h) Pago por la eficiencia económica de los trabajadores. Se acreditan por los importes reservados y se debitan por la utilización de estos."
"account_private_688","Fondo de Contravalor para Proyectos de Inversión","688","equity","False","Codigo oficial: 688. Se registra en esta cuenta los financiamientos adelantados recibidos del Banco Nacional de Cuba de los programas de conversión de deudas para gastos en moneda local en Cuba, vinculados exclusivamente con la ejecución del proyecto de inversión de que se trate, es decir, realización de estudios de preinversión, asistencia técnica para la definición de los proyectos, construcción y montaje, adquisición de materias primas e insumos locales, entre otros, aprobados en los comité binacional creados a tales fines. Los saldos de esta cuenta, no se capitalizan hasta la disolución de las empresas."
"account_private_690","Pago a Cuentas de las Utilidades Sociedades Mercantiles","690","equity","False","Codigo oficial: 690. Se registran en esta cuenta los importes parciales pagados a cuenta del Impuestos sobre Utilidades o del aporte por el Rendimiento de la Inversión Estatal, cuando se liquida por la entidad o las remesas de recursos monetarios enviados por las unidades subordinadas a la unidad que centraliza el pago de las utilidades. Incluye los anticipos de ingresos que otorgan las cooperativas a sus miembros con cargo a las utilidades. Se debitan por las liquidaciones o remesas efectuadas a cuenta de las utilidades y se acreditan al concluir el ejercicio económico, determinar el resultado real obtenido y fijarse la obligación de la deuda pendiente o del recurso pagado en exceso."
"account_private_691","Pago a Cuenta de los Dividendos","691","equity","False","Codigo oficial: 691. Se registran en esta cuenta los importes parciales pagados a cuenta de los dividendos, enviados por las unidades económicas a sus accionistas y de acuerdo con la legislación vigente. Incluye los financiamientos adelantados a las organizaciones superiores de dirección o administración cuando se utilice esta forma de financiamiento. Se debitan por las liquidaciones o remesas efectuadas a cuenta de las utilidades y se acreditan al concluir el ejercicio económico, determinar el resultado real obtenido y fijarse la obligación de la deuda pendiente o del recurso pagado en exceso."
"account_private_693_0010","Pago a Cuenta de Utilidades Sector Cooperativo - Anticipo a Cooperativistas","693.0010","equity","False","Codigo oficial: 693. Se registran en esta cuenta los importes parciales pagados a cuenta del Impuestos sobre Utilidades o del aporte por el Rendimiento de la Inversión Estatal, cuando se liquida por la entidad o las remesas de recursos monetarios enviados por las unidades subordinadas a la unidad que centraliza el pago de las utilidades. Incluye los anticipos de ingresos que otorgan las cooperativas a sus miembros con cargo a las utilidades. Se debitan por las liquidaciones o remesas efectuadas a cuenta de las utilidades y se acreditan al concluir el ejercicio económico, determinar el resultado real obtenido y fijarse la obligación de la deuda pendiente o del recurso pagado en exceso. Esta cuenta se analiza por las subcuentas de uso obligatorio definidas en el nomenclador de cuentas."
"account_private_693_0020","Pago a Cuenta de Utilidades Sector Cooperativo - Pago de Tributos","693.0020","equity","False","Codigo oficial: 693. Se registran en esta cuenta los importes parciales pagados a cuenta del Impuestos sobre Utilidades o del aporte por el Rendimiento de la Inversión Estatal, cuando se liquida por la entidad o las remesas de recursos monetarios enviados por las unidades subordinadas a la unidad que centraliza el pago de las utilidades. Incluye los anticipos de ingresos que otorgan las cooperativas a sus miembros con cargo a las utilidades. Se debitan por las liquidaciones o remesas efectuadas a cuenta de las utilidades y se acreditan al concluir el ejercicio económico, determinar el resultado real obtenido y fijarse la obligación de la deuda pendiente o del recurso pagado en exceso. Esta cuenta se analiza por las subcuentas de uso obligatorio definidas en el nomenclador de cuentas."
"account_private_693_0030","Pago a Cuenta de Utilidades Sector Cooperativo - Otros","693.0030","equity","False","Codigo oficial: 693. Se registran en esta cuenta los importes parciales pagados a cuenta del Impuestos sobre Utilidades o del aporte por el Rendimiento de la Inversión Estatal, cuando se liquida por la entidad o las remesas de recursos monetarios enviados por las unidades subordinadas a la unidad que centraliza el pago de las utilidades. Incluye los anticipos de ingresos que otorgan las cooperativas a sus miembros con cargo a las utilidades. Se debitan por las liquidaciones o remesas efectuadas a cuenta de las utilidades y se acreditan al concluir el ejercicio económico, determinar el resultado real obtenido y fijarse la obligación de la deuda pendiente o del recurso pagado en exceso. Esta cuenta se analiza por las subcuentas de uso obligatorio definidas en el nomenclador de cuentas."
"account_private_696","Operaciones entre Dependencias (Solo para el Sector Cooperativo)","696","equity","False","Codigo oficial: 696. cooperativo) Representan los importes correspondientes a los traslados de recursos y demás operaciones que se realizan entre la entidad y sus dependencias, fábricas y establecimientos, sin que medie pago alguno. Esta cuenta recibe débitos y créditos por los bienes u operaciones recibidos y entregados. Las operaciones que al final del mes se encuentren en tránsito, cuyos créditos en estas cuentas aún no se hayan producido, serán registradas acreditándose en estas cuentas, con débito a las cuentas que les dieron origen, analizándose como “Partidas en Tránsito”. El saldo de esta cuenta, a nivel de empresa, tiene que ser cero al final de cada período intermedio y al final del ejercicio contable."
"account_private_697","Revaluación de Inventarios","697","equity","False","Codigo oficial: 697. Representa la ganancia o pérdida por la revaluación de inventarios. Se debitan por la Pérdida resultante de la revaluación de los inventarios que se decide por el Ministerio de Finanzas y Precios que no afecte los resultados de la entidad. Se acreditan por el incremento del valor de los inventarios revaluados y se debita por la disminución del valor de los inventarios revaluados. Al cierre del ejercicio contable se cancela contra la cuenta Otras Operaciones de Capital."
"account_private_698","Ganancia o Pérdida no Realizada","698","equity","False","Codigo oficial: 698. Representa la ganancia o pérdida no realizada por la conversión de las partidas monetarias nominalizadas en moneda extranjera. Se debitan por la Pérdida no realizada resultante de la valuación de las partidas monetarias nominalizadas en moneda extranjera. Se acreditan por la Ganancia no realizada, resultante de la valuación de las mencionadas partidas. Queda con saldos al final de cada período o del ejercicio contable donde existan partidas monetarias revaluadas. Al inicio del siguiente período contable se revierte la operación, cuando no se utilice como cuenta de conversión."
"account_private_699","Transitoria del Sistema Automatizado","699","equity","False","Codigo oficial: 699. Esta cuenta es para uso exclusivo de los sistemas informáticos por la concepción del tratamiento y registro de las operaciones en esta aplicación informática. Su saldo tiene que ser cero al final de cada período intermedio y al final del ejercicio contable."
